2026-05-07 10:45:42 | INFO     | conftest | Launching browser: chrome | headless=False
2026-05-07 10:45:44 | INFO     | LoginPage | Navigating to https://practice.expandtesting.com/notes/app/login
2026-05-07 10:45:45 | INFO     | LoginPage | Login page loaded
2026-05-07 10:45:45 | INFO     | LoginPage | Login attempted for hihello@gmail.com
2026-05-07 10:45:46 | INFO     | LoginPage | Redirected to: https://practice.expandtesting.com/notes/app
2026-05-07 10:45:48 | INFO     | conftest | UI login complete
2026-05-07 10:45:48 | INFO     | NotesPage | Already on dashboard page
2026-05-07 10:45:48 | INFO     | NotesPage | Notes dashboard loaded
2026-05-07 10:45:48 | INFO     | NotesPage | Waiting for Notes dashboard to fully load
2026-05-07 10:45:48 | INFO     | NotesPage | Notes dashboard loaded
2026-05-07 10:45:48 | INFO     | api.api_client | ← POST /users/login | status=200 | 789ms
2026-05-07 10:45:48 | INFO     | api.api_client | API login successful — token acquired
2026-05-07 10:45:49 | INFO     | api.api_client | ← POST /notes | status=200 | 373ms
2026-05-07 10:45:52 | INFO     | NotesPage | Notes visible in UI: ['To Be Deleted 1778130948\nWill be removed via API\nMay 7, 2026 at 05:15:49\nViewEditDelete', 'Instant Visibility 1778130368\nShould appear without reload\nMay 7, 2026 at 05:06:11\nViewEditDelete', 'Automation Note 1778130283\nSelenium Python Pytest automation test\nMay 7, 2026 at 05:04:46\nViewEditDelete', 'Honey\nE2E description\nMay 7, 2026 at 03:51:56\nViewEditDelete']
2026-05-07 10:45:52 | INFO     | utils.screenshot | Screenshot saved → /Users/sjaditya/Documents/notes_automation_patched/reports/screenshots/E2E-02-before-delete_20260507_104552.png
2026-05-07 10:45:52 | INFO     | api.api_client | ← DELETE /notes/69fc200581124e02985c16a2 | status=200 | 561ms
2026-05-07 10:45:53 | INFO     | api.api_client | ← GET /notes | status=200 | 295ms
2026-05-07 10:45:54 | INFO     | utils.screenshot | Screenshot saved → /Users/sjaditya/Documents/notes_automation_patched/reports/screenshots/E2E-02-after-delete_20260507_104554.png
2026-05-07 10:45:55 | INFO     | NotesPage | Notes after delete: ['Instant Visibility 1778130368\nShould appear without reload\nMay 7, 2026 at 05:06:11\nViewEditDelete', 'Automation Note 1778130283\nSelenium Python Pytest automation test\nMay 7, 2026 at 05:04:46\nViewEditDelete', 'Honey\nE2E description\nMay 7, 2026 at 03:51:56\nViewEditDelete']
2026-05-07 10:45:55 | INFO     | utils.screenshot | Screenshot saved → /Users/sjaditya/Documents/notes_automation_patched/reports/screenshots/E2E-02-UI-clean_20260507_104555.png
2026-05-07 10:45:55 | INFO     | conftest | Browser closed
