2026-05-07 10:35:31 | INFO     | conftest | Launching browser: chrome | headless=False
2026-05-07 10:35:32 | INFO     | LoginPage | Navigating to https://practice.expandtesting.com/notes/app/login
2026-05-07 10:35:33 | INFO     | LoginPage | Login page loaded
2026-05-07 10:35:34 | INFO     | LoginPage | Login attempted for hihello@gmail.com
2026-05-07 10:35:34 | INFO     | LoginPage | Redirected to: https://practice.expandtesting.com/notes/app
2026-05-07 10:35:36 | INFO     | conftest | UI login complete
2026-05-07 10:35:36 | INFO     | NotesPage | Already on dashboard page
2026-05-07 10:35:36 | INFO     | NotesPage | Notes dashboard loaded
2026-05-07 10:35:36 | INFO     | NotesPage | Waiting for Notes dashboard to fully load
2026-05-07 10:35:36 | INFO     | NotesPage | Notes dashboard loaded
2026-05-07 10:36:02 | INFO     | utils.screenshot | Screenshot saved → /Users/sjaditya/Documents/notes_automation_patched/reports/screenshots/FAIL_test_create_note_missing_title_20260507_103602.png
2026-05-07 10:36:02 | INFO     | conftest | Browser closed
