2026-05-06 19:25:45 | INFO     | conftest | Launching browser: chrome | headless=False
2026-05-06 19:25:46 | INFO     | LoginPage | Navigating to https://practice.expandtesting.com/notes/app/login
2026-05-06 19:25:47 | INFO     | LoginPage | Login page loaded
2026-05-06 19:25:47 | INFO     | LoginPage | Login attempted for hihello@gmail.com
2026-05-06 19:25:48 | INFO     | LoginPage | Redirected to: https://practice.expandtesting.com/notes/app
2026-05-06 19:25:50 | INFO     | conftest | UI login complete
2026-05-06 19:25:50 | INFO     | NotesPage | Already on dashboard page
2026-05-06 19:25:50 | INFO     | NotesPage | Notes dashboard loaded
2026-05-06 19:25:50 | INFO     | NotesPage | Waiting for Notes dashboard to fully load
2026-05-06 19:25:50 | INFO     | NotesPage | Notes dashboard loaded
2026-05-06 19:25:51 | WARNING  | NotesPage | Click intercepted on ('xpath', "//button[contains(., 'Add Note')]") — falling back to JS click
2026-05-06 19:25:52 | WARNING  | NotesPage | Click intercepted on ('css selector', "button[type='submit']") — falling back to JS click
2026-05-06 19:25:53 | INFO     | NotesPage | Note submitted: Instant Visibility 1778075750
2026-05-06 19:26:28 | INFO     | utils.screenshot | Screenshot saved → /Users/sjaditya/Documents/notes_automation_patched/reports/screenshots/TC-UI-06-DOM-check_20260506_192628.png
2026-05-06 19:26:28 | INFO     | utils.screenshot | Screenshot saved → /Users/sjaditya/Documents/notes_automation_patched/reports/screenshots/FAIL_test_note_visible_without_refresh_20260506_192628.png
2026-05-06 19:26:29 | INFO     | conftest | Browser closed
