2026-05-06 19:23:24 | INFO     | conftest | Launching browser: chrome | headless=False
2026-05-06 19:23:26 | INFO     | LoginPage | Navigating to https://practice.expandtesting.com/notes/app/login
2026-05-06 19:23:27 | INFO     | LoginPage | Login page loaded
2026-05-06 19:23:27 | INFO     | LoginPage | Login attempted for hihello@gmail.com
2026-05-06 19:23:28 | INFO     | LoginPage | Redirected to: https://practice.expandtesting.com/notes/app
2026-05-06 19:23:30 | INFO     | conftest | UI login complete
2026-05-06 19:23:30 | INFO     | NotesPage | Already on dashboard page
2026-05-06 19:23:30 | INFO     | NotesPage | Notes dashboard loaded
2026-05-06 19:23:30 | INFO     | NotesPage | Waiting for Notes dashboard to fully load
2026-05-06 19:23:30 | INFO     | NotesPage | Notes dashboard loaded
2026-05-06 19:23:30 | INFO     | api.api_client | ← POST /users/login | status=200 | 728ms
2026-05-06 19:23:30 | INFO     | api.api_client | API login successful — token acquired
2026-05-06 19:23:31 | WARNING  | NotesPage | Click intercepted on ('xpath', "//button[contains(., 'Add Note')]") — falling back to JS click
2026-05-06 19:23:32 | WARNING  | NotesPage | Click intercepted on ('css selector', "button[type='submit']") — falling back to JS click
2026-05-06 19:23:34 | INFO     | NotesPage | Note submitted: E2E Note 1778075610
2026-05-06 19:23:44 | INFO     | utils.screenshot | Screenshot saved → /Users/sjaditya/Documents/notes_automation_patched/reports/screenshots/E2E-01-UI-success_20260506_192344.png
2026-05-06 19:23:44 | INFO     | NotesPage | Already on dashboard page
2026-05-06 19:23:44 | INFO     | NotesPage | Notes dashboard loaded
2026-05-06 19:23:54 | INFO     | NotesPage | Notes visible in UI: []
2026-05-06 19:23:54 | INFO     | utils.screenshot | Screenshot saved → /Users/sjaditya/Documents/notes_automation_patched/reports/screenshots/FAIL_test_ui_create_note_visible_in_api_20260506_192354.png
2026-05-06 19:23:54 | INFO     | conftest | Browser closed
