2026-05-06 21:48:44 | INFO     | conftest | Launching browser: chrome | headless=False
2026-05-06 21:48:45 | INFO     | LoginPage | Navigating to https://practice.expandtesting.com/notes/app/login
2026-05-06 21:48:47 | INFO     | LoginPage | Login page loaded
2026-05-06 21:48:47 | INFO     | LoginPage | Login attempted for hihello@gmail.com
2026-05-06 21:48:49 | INFO     | LoginPage | Redirected to: https://practice.expandtesting.com/notes/app
2026-05-06 21:48:51 | INFO     | conftest | UI login complete
2026-05-06 21:48:51 | INFO     | NotesPage | Already on dashboard page
2026-05-06 21:48:51 | INFO     | NotesPage | Notes dashboard loaded
2026-05-06 21:48:51 | INFO     | NotesPage | Waiting for Notes dashboard to fully load
2026-05-06 21:48:51 | INFO     | NotesPage | Notes dashboard loaded
2026-05-06 21:48:52 | WARNING  | NotesPage | Click intercepted on ('xpath', "//button[contains(., 'Add Note')]") — falling back to JS click
2026-05-06 21:48:53 | WARNING  | NotesPage | Click intercepted on ('css selector', "button[type='submit']") — falling back to JS click
2026-05-06 21:49:25 | INFO     | NotesPage | Success banner found in DOM
2026-05-06 21:49:25 | INFO     | utils.screenshot | Screenshot saved → /Users/sjaditya/Documents/notes_automation_patched/reports/screenshots/TC-UI-05-PASS_20260506_214925.png
2026-05-06 21:49:25 | INFO     | conftest | Browser closed
