2026-05-07 10:47:48 | INFO     | conftest | Launching browser: chrome | headless=False
2026-05-07 10:47:50 | INFO     | LoginPage | Navigating to https://practice.expandtesting.com/notes/app/login
2026-05-07 10:47:51 | INFO     | LoginPage | Login page loaded
2026-05-07 10:47:51 | INFO     | LoginPage | Login attempted for hihello@gmail.com
2026-05-07 10:47:52 | INFO     | LoginPage | Redirected to: https://practice.expandtesting.com/notes/app
2026-05-07 10:47:54 | INFO     | conftest | UI login complete
2026-05-07 10:47:54 | INFO     | NotesPage | Already on dashboard page
2026-05-07 10:47:54 | INFO     | NotesPage | Notes dashboard loaded
2026-05-07 10:47:54 | INFO     | NotesPage | Waiting for Notes dashboard to fully load
2026-05-07 10:47:54 | INFO     | NotesPage | Notes dashboard loaded
2026-05-07 10:47:56 | INFO     | NotesPage | Note submitted: Instant Visibility 1778131074
2026-05-07 10:48:09 | INFO     | utils.screenshot | Screenshot saved → /Users/sjaditya/Documents/notes_automation_patched/reports/screenshots/TC-UI-06-DOM-check_20260507_104809.png
2026-05-07 10:48:09 | INFO     | conftest | Browser closed
