2026-05-06 21:21:16 | INFO     | conftest | Launching browser: chrome | headless=False
2026-05-06 21:21:18 | INFO     | LoginPage | Navigating to https://practice.expandtesting.com/notes/app/login
2026-05-06 21:21:20 | INFO     | LoginPage | Login page loaded
2026-05-06 21:21:20 | INFO     | LoginPage | Login attempted for hihello@gmail.com
2026-05-06 21:21:21 | INFO     | LoginPage | Redirected to: https://practice.expandtesting.com/notes/app
2026-05-06 21:21:23 | INFO     | conftest | UI login complete
2026-05-06 21:21:23 | INFO     | NotesPage | Already on dashboard page
2026-05-06 21:21:23 | INFO     | NotesPage | Notes dashboard loaded
2026-05-06 21:21:23 | INFO     | NotesPage | Waiting for Notes dashboard to fully load
2026-05-06 21:21:23 | INFO     | NotesPage | Notes dashboard loaded
2026-05-06 21:21:24 | WARNING  | NotesPage | Click intercepted on ('xpath', "//button[contains(., 'Add Note')]") — falling back to JS click
2026-05-06 21:21:26 | WARNING  | NotesPage | Click intercepted on ('css selector', "button[type='submit']") — falling back to JS click
2026-05-06 21:21:27 | INFO     | NotesPage | Note submitted: Automation Note 1778082683
2026-05-06 21:21:37 | INFO     | NotesPage | Success banner found in DOM
2026-05-06 21:21:37 | INFO     | utils.screenshot | Screenshot saved → /Users/sjaditya/Documents/notes_automation_patched/reports/screenshots/TC-UI-04-success-banner_20260506_212137.png
2026-05-06 21:21:37 | INFO     | NotesPage | Already on dashboard page
2026-05-06 21:21:37 | INFO     | NotesPage | Notes dashboard loaded
2026-05-06 21:21:39 | INFO     | NotesPage | Notes visible in UI: ['To Be Deleted 1778075640\nWill be removed via API\nMay 6, 2026 at 13:54:00\nViewEditDelete', 'To Be Deleted 1778074572\nWill be removed via API\nMay 6, 2026 at 13:36:13\nViewEditDelete', 'To Be Deleted 1778062921\nWill be removed via API\nMay 6, 2026 at 10:22:01\nViewEditDelete']
2026-05-06 21:21:41 | INFO     | NotesPage | Notes visible in UI: ['To Be Deleted 1778075640\nWill be removed via API\nMay 6, 2026 at 13:54:00\nViewEditDelete', 'To Be Deleted 1778074572\nWill be removed via API\nMay 6, 2026 at 13:36:13\nViewEditDelete', 'To Be Deleted 1778062921\nWill be removed via API\nMay 6, 2026 at 10:22:01\nViewEditDelete']
2026-05-06 21:21:43 | INFO     | NotesPage | Notes visible in UI: ['To Be Deleted 1778075640\nWill be removed via API\nMay 6, 2026 at 13:54:00\nViewEditDelete', 'To Be Deleted 1778074572\nWill be removed via API\nMay 6, 2026 at 13:36:13\nViewEditDelete', 'To Be Deleted 1778062921\nWill be removed via API\nMay 6, 2026 at 10:22:01\nViewEditDelete']
2026-05-06 21:21:43 | INFO     | utils.screenshot | Screenshot saved → /Users/sjaditya/Documents/notes_automation_patched/reports/screenshots/FAIL_test_create_note_valid_20260506_212143.png
2026-05-06 21:21:43 | INFO     | conftest | Browser closed
